client_id,Delinquent90
75000,0.05
75001,0.6266666666666667
75002,0.006666666666666667
75003,0.13
75004,0.0
75005,0.016666666666666666
75006,0.0
75007,0.0033333333333333335
75008,0.02666666666666667
75009,0.08333333333333333
75010,0.15666666666666668
75011,0.013333333333333334
75012,0.07333333333333333
75013,0.0033333333333333335
75014,0.4066666666666667
75015,0.33
75016,0.17666666666666667
75017,0.06333333333333334
75018,0.0
75019,0.09
75020,0.01
75021,0.10666666666666667
75022,0.1
75023,0.0
75024,0.06
75025,0.16
75026,0.0
75027,0.0
75028,0.016666666666666666
75029,0.0033333333333333335
75030,0.006666666666666667
75031,0.0
75032,0.03
75033,0.05
75034,0.0
75035,0.0033333333333333335
75036,0.006666666666666667
75037,0.006666666666666667
75038,0.0
75039,0.09
75040,0.006666666666666667
75041,0.006666666666666667
75042,0.0
75043,0.0
75044,0.02
75045,0.14666666666666667
75046,0.0033333333333333335
75047,0.006666666666666667
75048,0.17666666666666667
75049,0.18666666666666668
75050,0.0
75051,0.0
75052,0.24666666666666667
75053,0.006666666666666667
75054,0.02
75055,0.016666666666666666
75056,0.02666666666666667
75057,0.09666666666666666
75058,0.013333333333333334
75059,0.09
75060,0.15666666666666668
75061,0.0
75062,0.08
75063,0.0033333333333333335
75064,0.03666666666666667
75065,0.013333333333333334
75066,0.04666666666666667
75067,0.013333333333333334
75068,0.03
75069,0.013333333333333334
75070,0.03
75071,0.05333333333333334
75072,0.05
75073,0.023333333333333334
75074,0.05333333333333334
75075,0.02
75076,0.013333333333333334
75077,0.05
75078,0.13
75079,0.0
75080,0.01
75081,0.23333333333333334
75082,0.013333333333333334
75083,0.03
75084,0.006666666666666667
75085,0.01
75086,0.02
75087,0.016666666666666666
75088,0.0
75089,0.01
75090,0.0
75091,0.05333333333333334
75092,0.20333333333333334
75093,0.01
75094,0.01
75095,0.02666666666666667
75096,0.0
75097,0.03
75098,0.03333333333333333
75099,0.08666666666666667
75100,0.08333333333333333
75101,0.0
75102,0.006666666666666667
75103,0.03
75104,0.24
75105,0.13333333333333333
75106,0.0033333333333333335
75107,0.06333333333333334
75108,0.006666666666666667
75109,0.006666666666666667
75110,0.0
75111,0.08666666666666667
75112,0.0
75113,0.0
75114,0.0
75115,0.02
75116,0.01
75117,0.0
75118,0.016666666666666666
75119,0.38666666666666666
75120,0.0
75121,0.09
75122,0.0033333333333333335
75123,0.19
75124,0.0
75125,0.006666666666666667
75126,0.0
75127,0.006666666666666667
75128,0.24666666666666667
75129,0.09
75130,0.12333333333333334
75131,0.006666666666666667
75132,0.32666666666666666
75133,0.0033333333333333335
75134,0.28
75135,0.05
75136,0.25333333333333335
75137,0.0033333333333333335
75138,0.0033333333333333335
75139,0.04666666666666667
75140,0.0
75141,0.006666666666666667
75142,0.056666666666666664
75143,0.01
75144,0.12
75145,0.41
75146,0.14
75147,0.0
75148,0.1
75149,0.023333333333333334
75150,0.38666666666666666
75151,0.03333333333333333
75152,0.14666666666666667
75153,0.016666666666666666
75154,0.02
75155,0.013333333333333334
75156,0.0
75157,0.0
75158,0.01
75159,0.02666666666666667
75160,0.03333333333333333
75161,0.03333333333333333
75162,0.24666666666666667
75163,0.023333333333333334
75164,0.006666666666666667
75165,0.0
75166,0.06333333333333334
75167,0.11333333333333333
75168,0.03
75169,0.05
75170,0.11666666666666667
75171,0.023333333333333334
75172,0.03333333333333333
75173,0.0033333333333333335
75174,0.01
75175,0.016666666666666666
75176,0.03
75177,0.0033333333333333335
75178,0.0
75179,0.06333333333333334
75180,0.0
75181,0.10333333333333333
75182,0.07333333333333333
75183,0.01
75184,0.44333333333333336
75185,0.07333333333333333
75186,0.03666666666666667
75187,0.0
75188,0.06333333333333334
75189,0.0
75190,0.08333333333333333
75191,0.043333333333333335
75192,0.08
75193,0.0
75194,0.39
75195,0.0033333333333333335
75196,0.09
75197,0.056666666666666664
75198,0.14333333333333334
75199,0.013333333333333334
75200,0.013333333333333334
75201,0.41
75202,0.11333333333333333
75203,0.0
75204,0.06
75205,0.006666666666666667
75206,0.013333333333333334
75207,0.18666666666666668
75208,0.02
75209,0.02
75210,0.006666666666666667
75211,0.06
75212,0.11333333333333333
75213,0.05333333333333334
75214,0.14333333333333334
75215,0.03
75216,0.0
75217,0.21333333333333335
75218,0.03666666666666667
75219,0.056666666666666664
75220,0.05
75221,0.02666666666666667
75222,0.0033333333333333335
75223,0.01
75224,0.03666666666666667
75225,0.013333333333333334
75226,0.0
75227,0.0
75228,0.04666666666666667
75229,0.13333333333333333
75230,0.09333333333333334
75231,0.013333333333333334
75232,0.16666666666666666
75233,0.0
75234,0.08
75235,0.0
75236,0.03
75237,0.16666666666666666
75238,0.05
75239,0.006666666666666667
75240,0.0033333333333333335
75241,0.006666666666666667
75242,0.30333333333333334
75243,0.006666666666666667
75244,0.006666666666666667
75245,0.17666666666666667
75246,0.006666666666666667
75247,0.006666666666666667
75248,0.023333333333333334
75249,0.01
75250,0.12
75251,0.0033333333333333335
75252,0.04
75253,0.0033333333333333335
75254,0.023333333333333334
75255,0.0
75256,0.023333333333333334
75257,0.17666666666666667
75258,0.03
75259,0.12333333333333334
75260,0.12
75261,0.04666666666666667
75262,0.03333333333333333
75263,0.0
75264,0.016666666666666666
75265,0.02
75266,0.0033333333333333335
75267,0.03333333333333333
75268,0.006666666666666667
75269,0.0
75270,0.016666666666666666
75271,0.043333333333333335
75272,0.33
75273,0.0
75274,0.17333333333333334
75275,0.03
75276,0.03
75277,0.0
75278,0.08
75279,0.0033333333333333335
75280,0.01
75281,0.06666666666666667
75282,0.006666666666666667
75283,0.01
75284,0.016666666666666666
75285,0.006666666666666667
75286,0.006666666666666667
75287,0.09666666666666666
75288,0.07333333333333333
75289,0.0033333333333333335
75290,0.0033333333333333335
75291,0.0
75292,0.03666666666666667
75293,0.31
75294,0.04666666666666667
75295,0.06666666666666667
75296,0.0
75297,0.006666666666666667
75298,0.0033333333333333335
75299,0.01
75300,0.08333333333333333
75301,0.49333333333333335
75302,0.03666666666666667
75303,0.01
75304,0.22
75305,0.0
75306,0.0
75307,0.023333333333333334
75308,0.0
75309,0.05
75310,0.01
75311,0.09666666666666666
75312,0.0033333333333333335
75313,0.20333333333333334
75314,0.0
75315,0.0
75316,0.043333333333333335
75317,0.03
75318,0.17666666666666667
75319,0.016666666666666666
75320,0.19
75321,0.03333333333333333
75322,0.006666666666666667
75323,0.04666666666666667
75324,0.0
75325,0.3466666666666667
75326,0.043333333333333335
75327,0.23666666666666666
75328,0.03333333333333333
75329,0.07
75330,0.006666666666666667
75331,0.013333333333333334
75332,0.006666666666666667
75333,0.12
75334,0.0
75335,0.13333333333333333
75336,0.0
75337,0.14
75338,0.0033333333333333335
75339,0.056666666666666664
75340,0.023333333333333334
75341,0.0
75342,0.0
75343,0.05
75344,0.07666666666666666
75345,0.006666666666666667
75346,0.09333333333333334
75347,0.05333333333333334
75348,0.013333333333333334
75349,0.03
75350,0.0
75351,0.0
75352,0.04666666666666667
75353,0.0
75354,0.37
75355,0.0
75356,0.24333333333333335
75357,0.12666666666666668
75358,0.006666666666666667
75359,0.03
75360,0.006666666666666667
75361,0.31333333333333335
75362,0.043333333333333335
75363,0.0
75364,0.023333333333333334
75365,0.02666666666666667
75366,0.0
75367,0.0033333333333333335
75368,0.023333333333333334
75369,0.30333333333333334
75370,0.0033333333333333335
75371,0.013333333333333334
75372,0.013333333333333334
75373,0.27
75374,0.04666666666666667
75375,0.023333333333333334
75376,0.0
75377,0.043333333333333335
75378,0.016666666666666666
75379,0.03666666666666667
75380,0.0
75381,0.016666666666666666
75382,0.06333333333333334
75383,0.2
75384,0.02
75385,0.05333333333333334
75386,0.043333333333333335
75387,0.11666666666666667
75388,0.0
75389,0.06
75390,0.016666666666666666
75391,0.04666666666666667
75392,0.0
75393,0.03666666666666667
75394,0.01
75395,0.10333333333333333
75396,0.21333333333333335
75397,0.0
75398,0.0033333333333333335
75399,0.02666666666666667
75400,0.6033333333333334
75401,0.0
75402,0.01
75403,0.013333333333333334
75404,0.21666666666666667
75405,0.20333333333333334
75406,0.023333333333333334
75407,0.07666666666666666
75408,0.04
75409,0.02
75410,0.18666666666666668
75411,0.06666666666666667
75412,0.01
75413,0.02666666666666667
75414,0.10333333333333333
75415,0.10666666666666667
75416,0.02
75417,0.07333333333333333
75418,0.08
75419,0.016666666666666666
75420,0.06
75421,0.0033333333333333335
75422,0.0
75423,0.06333333333333334
75424,0.01
75425,0.043333333333333335
75426,0.05333333333333334
75427,0.3933333333333333
75428,0.013333333333333334
75429,0.01
75430,0.12666666666666668
75431,0.03333333333333333
75432,0.023333333333333334
75433,0.006666666666666667
